# n=270
z c strct
-8.005350e-02 3.344140e-02 aus2
-7.672225e-02 3.344140e-02 aus2
-7.339100e-02 3.344140e-02 aus2
-7.005975e-02 3.344140e-02 aus2
-6.672850e-02 3.344140e-02 aus2
-6.339725e-02 3.344140e-02 aus2
-6.006600e-02 3.344140e-02 aus2
-5.673475e-02 3.344140e-02 aus2
-5.340349e-02 3.344140e-02 aus2
-5.007224e-02 3.344140e-02 aus2
-4.674099e-02 3.344140e-02 aus2
-4.340974e-02 3.344140e-02 aus2
-4.007849e-02 3.344140e-02 aus2
-3.674724e-02 3.344140e-02 aus2
-3.341599e-02 3.344140e-02 aus2
-3.008474e-02 3.344140e-02 aus2
-2.675348e-02 3.344140e-02 aus2
-2.342223e-02 3.344140e-02 aus2
-2.009098e-02 3.344140e-02 aus2
-1.675973e-02 3.344140e-02 aus2
-1.342848e-02 3.344141e-02 aus2
-1.009723e-02 3.344167e-02 aus2
-6.765977e-03 3.344708e-02 aus2
-3.434726e-03 3.353903e-02 aus2
-1.034745e-04 3.467932e-02 aus2
-1.034745e-04 1.138425e-05 fer2
-9.197730e-05 1.138425e-05 fer2
-8.048014e-05 1.138425e-05 fer2
-6.898298e-05 1.138425e-05 fer2
-5.748581e-05 1.138425e-05 fer2
-4.598865e-05 1.138425e-05 fer2
-3.449149e-05 1.138425e-05 fer2
-2.299433e-05 1.138425e-05 fer2
-1.149716e-05 1.138425e-05 fer2
0.000000e+00 1.138425e-05 fer2
-1.160000e+00 3.344037e-02 mart
-1.149796e+00 3.344033e-02 mart
-1.139592e+00 3.344019e-02 mart
-1.129388e+00 3.343994e-02 mart
-1.119184e+00 3.343958e-02 mart
-1.108980e+00 3.343908e-02 mart
-1.098776e+00 3.343841e-02 mart
-1.088571e+00 3.343752e-02 mart
-1.078367e+00 3.343637e-02 mart
-1.068163e+00 3.343489e-02 mart
-1.057959e+00 3.343301e-02 mart
-1.047755e+00 3.343063e-02 mart
-1.037551e+00 3.342764e-02 mart
-1.027347e+00 3.342391e-02 mart
-1.017143e+00 3.341927e-02 mart
-1.006939e+00 3.341355e-02 mart
-9.967347e-01 3.340653e-02 mart
-9.865306e-01 3.339796e-02 mart
-9.763265e-01 3.338757e-02 mart
-9.661224e-01 3.337504e-02 mart
-9.559184e-01 3.336003e-02 mart
-9.457143e-01 3.334213e-02 mart
-9.355102e-01 3.332094e-02 mart
-9.253061e-01 3.329599e-02 mart
-9.151020e-01 3.326681e-02 mart
-9.048980e-01 3.323289e-02 mart
-8.946939e-01 3.319370e-02 mart
-8.844898e-01 3.314873e-02 mart
-8.742857e-01 3.309745e-02 mart
-8.640816e-01 3.303937e-02 mart
-8.538776e-01 3.297404e-02 mart
-8.436735e-01 3.290105e-02 mart
-8.334694e-01 3.282009e-02 mart
-8.232653e-01 3.273094e-02 mart
-8.130612e-01 3.263350e-02 mart
-8.028571e-01 3.252781e-02 mart
-7.926531e-01 3.241408e-02 mart
-7.824490e-01 3.229269e-02 mart
-7.722449e-01 3.216421e-02 mart
-7.620408e-01 3.202943e-02 mart
-7.518367e-01 3.188933e-02 mart
-7.416327e-01 3.174509e-02 mart
-7.314286e-01 3.159807e-02 mart
-7.212245e-01 3.144982e-02 mart
-7.110204e-01 3.130202e-02 mart
-7.008163e-01 3.115643e-02 mart
-6.906122e-01 3.101489e-02 mart
-6.804082e-01 3.087920e-02 mart
-6.702041e-01 3.075112e-02 mart
-6.600000e-01 3.063226e-02 mart
-6.600000e-01 7.940147e-02 aus1
-6.566682e-01 6.577163e-02 aus1
-6.533364e-01 4.393308e-02 aus1
-6.500046e-01 3.471985e-02 aus1
-6.466728e-01 3.354685e-02 aus1
-6.433410e-01 3.344856e-02 aus1
-6.400092e-01 3.344182e-02 aus1
-6.366774e-01 3.344142e-02 aus1
-6.333456e-01 3.344140e-02 aus1
-6.300138e-01 3.344140e-02 aus1
-6.266820e-01 3.344140e-02 aus1
-6.233502e-01 3.344140e-02 aus1
-6.200184e-01 3.344140e-02 aus1
-6.166866e-01 3.344140e-02 aus1
-6.133548e-01 3.344140e-02 aus1
-6.100230e-01 3.344140e-02 aus1
-6.066912e-01 3.344140e-02 aus1
-6.033594e-01 3.344140e-02 aus1
-6.000276e-01 3.344140e-02 aus1
-5.966958e-01 3.344140e-02 aus1
-5.933640e-01 3.344140e-02 aus1
-5.900322e-01 3.344140e-02 aus1
-5.867004e-01 3.344140e-02 aus1
-5.833687e-01 3.344140e-02 aus1
-5.800369e-01 3.344140e-02 aus1
-5.767051e-01 3.344140e-02 aus1
-5.733733e-01 3.344140e-02 aus1
-5.700415e-01 3.344140e-02 aus1
-5.667097e-01 3.344140e-02 aus1
-5.633779e-01 3.344140e-02 aus1
-5.600461e-01 3.344140e-02 aus1
-5.567143e-01 3.344140e-02 aus1
-5.533825e-01 3.344140e-02 aus1
-5.500507e-01 3.344140e-02 aus1
-5.467189e-01 3.344140e-02 aus1
-5.433871e-01 3.344140e-02 aus1
-5.400553e-01 3.344140e-02 aus1
-5.367235e-01 3.344140e-02 aus1
-5.333917e-01 3.344140e-02 aus1
-5.300599e-01 3.344140e-02 aus1
-5.267281e-01 3.344140e-02 aus1
-5.233963e-01 3.344140e-02 aus1
-5.200645e-01 3.344140e-02 aus1
-5.167327e-01 3.344140e-02 aus1
-5.134009e-01 3.344140e-02 aus1
-5.100691e-01 3.344140e-02 aus1
-5.067373e-01 3.344140e-02 aus1
-5.034055e-01 3.344140e-02 aus1
-5.000737e-01 3.344140e-02 aus1
-4.967419e-01 3.344140e-02 aus1
-4.934101e-01 3.344140e-02 aus1
-4.900783e-01 3.344140e-02 aus1
-4.867465e-01 3.344140e-02 aus1
-4.834147e-01 3.344140e-02 aus1
-4.800829e-01 3.344140e-02 aus1
-4.767511e-01 3.344140e-02 aus1
-4.734193e-01 3.344140e-02 aus1
-4.700875e-01 3.344140e-02 aus1
-4.667557e-01 3.344140e-02 aus1
-4.634239e-01 3.344140e-02 aus1
-4.600921e-01 3.344140e-02 aus1
-4.567603e-01 3.344140e-02 aus1
-4.534285e-01 3.344140e-02 aus1
-4.500967e-01 3.344140e-02 aus1
-4.467649e-01 3.344140e-02 aus1
-4.434331e-01 3.344140e-02 aus1
-4.401013e-01 3.344140e-02 aus1
-4.367696e-01 3.344140e-02 aus1
-4.334378e-01 3.344140e-02 aus1
-4.301060e-01 3.344140e-02 aus1
-4.267742e-01 3.344140e-02 aus1
-4.234424e-01 3.344140e-02 aus1
-4.201106e-01 3.344140e-02 aus1
-4.167788e-01 3.344140e-02 aus1
-4.134470e-01 3.344140e-02 aus1
-4.101152e-01 3.344140e-02 aus1
-4.067834e-01 3.344140e-02 aus1
-4.034516e-01 3.344140e-02 aus1
-4.001198e-01 3.344140e-02 aus1
-3.967880e-01 3.344140e-02 aus1
-3.934562e-01 3.344140e-02 aus1
