# n=270
# ti=0.05 tf=10 tstep=0.05 ntime=200
z c strct
-5.183505e-01 3.344140e-02 aus1
-5.150563e-01 3.344140e-02 aus1
-5.117622e-01 3.344140e-02 aus1
-5.084680e-01 3.344140e-02 aus1
-5.051738e-01 3.344140e-02 aus1
-5.018796e-01 3.344140e-02 aus1
-4.985855e-01 3.344140e-02 aus1
-4.952913e-01 3.344140e-02 aus1
-4.919971e-01 3.344140e-02 aus1
-4.887030e-01 3.344140e-02 aus1
-4.854088e-01 3.344140e-02 aus1
-4.821146e-01 3.344140e-02 aus1
-4.788204e-01 3.344140e-02 aus1
-4.755263e-01 3.344140e-02 aus1
-4.722321e-01 3.344140e-02 aus1
-4.689379e-01 3.344140e-02 aus1
-4.656437e-01 3.344140e-02 aus1
-4.623496e-01 3.344140e-02 aus1
-4.590554e-01 3.344140e-02 aus1
-4.557612e-01 3.344140e-02 aus1
-4.524670e-01 3.344140e-02 aus1
-4.491729e-01 3.344140e-02 aus1
-4.458787e-01 3.344140e-02 aus1
-4.425845e-01 3.344140e-02 aus1
-4.392903e-01 3.344140e-02 aus1
-4.359962e-01 3.344140e-02 aus1
-4.327020e-01 3.344140e-02 aus1
-4.294078e-01 3.344140e-02 aus1
-4.261136e-01 3.344140e-02 aus1
-4.228195e-01 3.344140e-02 aus1
-4.195253e-01 3.344140e-02 aus1
-4.162311e-01 3.344140e-02 aus1
